,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,percentage_demographic_in_boston_census_group_id,percentage_demographic_in_boston_census_group_%white,percentage_demographic_in_boston_census_group_%black,percentage_demographic_in_boston_census_group_Estimate!!Total,percentage_demographic_in_boston_census_group_Estimate!!Total!!White alone,percentage_demographic_in_boston_census_group_Estimate!!Total!!Black or African American alone,stopped_in_census,stopped_black_in_census,stopped_white_in_census,crime_in_census,%black_in_census,%white_in_census,%stopped_in_census,%black_stopped_in_census,%white_stopped_in_census,%crime_in_census
1341,25,25,101001,2,1500000US250251010012,250251010012,2,BG,205591,0,1500000US250251010012,0.0448548812664908,0.897097625329815,379.0,17.0,340.0,0,0,0,81,0.0,0.0,0.0,0.0,0.0,0.21372031662269128
1343,25,25,170300,1,1500000US250251703001,250251703001,1,BG,773611,0,1500000US250251703001,0.703703703703704,0.0641975308641975,1620.0,1140.0,104.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1344,25,25,91200,3,1500000US250250912003,250250912003,3,BG,104106,0,1500000US250250912003,0.530674846625767,0.360429447852761,652.0,346.0,235.0,2,1,1,220,0.00425531914893617,0.002890173410404624,0.003067484662576687,0.00425531914893617,0.002890173410404624,0.3374233128834356
1346,25,25,10408,1,1500000US250250104081,250250104081,1,BG,43381,0,1500000US250250104081,0.6623563218390799,0.0804597701149425,1392.0,922.0,112.0,0,0,0,66,0.0,0.0,0.0,0.0,0.0,0.04741379310344827
1378,25,25,91500,3,1500000US250250915003,250250915003,3,BG,62397,0,1500000US250250915003,0.129373474369406,0.44670463791700604,1229.0,159.0,549.0,0,0,0,85,0.0,0.0,0.0,0.0,0.0,0.0691619202603743
1380,25,25,10405,1,1500000US250250104051,250250104051,1,BG,240401,0,1500000US250250104051,0.7120965112487769,0.0870557548092599,3067.0,2184.0,267.0,0,0,0,206,0.0,0.0,0.0,0.0,0.0,0.06716661232474731
1381,25,25,100601,1,1500000US250251006011,250251006011,1,BG,155969,0,1500000US250251006011,0.42485783915515796,0.157595450852965,1231.0,523.0,194.0,0,0,0,71,0.0,0.0,0.0,0.0,0.0,0.057676685621445976
1382,25,25,601,3,1500000US250250006013,250250006013,3,BG,87184,0,1500000US250250006013,0.8241912798874821,0.0492264416315049,711.0,586.0,35.0,0,0,0,118,0.0,0.0,0.0,0.0,0.0,0.1659634317862166
1383,25,25,10103,2,1500000US250250101032,250250101032,2,BG,39547,0,1500000US250250101032,0.4899912967798089,0.06179286335944301,1149.0,563.0,71.0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.006092254134029591
1392,25,25,110502,1,1500000US250251105021,250251105021,1,BG,223215,0,1500000US250251105021,0.549009649568309,0.142712036566785,1969.0,1081.0,281.0,1,0,1,114,0.0,0.0009250693802035153,0.0005078720162519045,0.0,0.0009250693802035153,0.057897409852717116
1395,25,25,40401,1,1500000US250250404011,250250404011,1,BG,121181,0,1500000US250250404011,0.824196597353497,0.0127599243856333,2116.0,1744.0,27.0,1,0,1,108,0.0,0.0005733944954128441,0.0004725897920604915,0.0,0.0005733944954128441,0.05103969754253308
1396,25,25,60501,2,1500000US250250605012,250250605012,2,BG,63781,0,1500000US250250605012,0.9057406094968109,0.0191353649893692,1411.0,1278.0,27.0,0,0,0,71,0.0,0.0,0.0,0.0,0.0,0.050318922749822824
1397,25,25,70200,1,1500000US250250702001,250250702001,1,BG,94101,0,1500000US250250702001,0.10761979575805199,0.00471327572663001,1273.0,137.0,6.0,2,2,0,264,0.3333333333333333,0.0,0.0015710919088766694,0.3333333333333333,0.0,0.20738413197172034
1431,25,25,10802,3,1500000US250250108023,250250108023,3,BG,36303,0,1500000US250250108023,0.927244582043344,0.0,646.0,599.0,0.0,0,0,0,37,,0.0,0.0,,0.0,0.05727554179566564
1433,25,25,40801,3,1500000US250250408013,250250408013,3,BG,413326,338688,1500000US250250408013,0.9364736387208299,0.010371650821089,2314.0,2167.0,24.0,0,0,0,142,0.0,0.0,0.0,0.0,0.0,0.06136560069144339
1454,25,25,130300,4,1500000US250251303004,250251303004,4,BG,240615,0,1500000US250251303004,0.7001499250374809,0.0239880059970015,1334.0,934.0,32.0,0,0,0,58,0.0,0.0,0.0,0.0,0.0,0.043478260869565216
1455,25,25,50400,2,1500000US250250504002,250250504002,2,BG,93323,0,1500000US250250504002,0.806174089068826,0.0156882591093117,1976.0,1593.0,31.0,0,0,0,77,0.0,0.0,0.0,0.0,0.0,0.03896761133603239
1456,25,25,170400,1,1500000US250251704001,250251704001,1,BG,1343653,264952,1500000US250251704001,0.7303370786516851,0.1,890.0,650.0,89.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1457,25,25,120500,1,1500000US250251205001,250251205001,1,BG,96805,0,1500000US250251205001,0.498065764023211,0.20212765957446802,1034.0,515.0,209.0,2,2,0,232,0.009569377990430622,0.0,0.0019342359767891683,0.009569377990430622,0.0,0.22437137330754353
1458,25,25,80401,1,1500000US250250804011,250250804011,1,BG,294596,0,1500000US250250804011,0.18482490272373497,0.54798962386511,1542.0,285.0,845.0,3,0,3,871,0.0,0.010526315789473684,0.0019455252918287938,0.0,0.010526315789473684,0.5648508430609598
1468,25,25,10203,2,1500000US250250102032,250250102032,2,BG,115062,0,1500000US250250102032,0.5790424570912379,0.0239385727190605,2214.0,1282.0,53.0,3,2,1,205,0.03773584905660377,0.00078003120124805,0.0013550135501355014,0.03773584905660377,0.00078003120124805,0.09259259259259259
1485,25,25,92000,4,1500000US250250920004,250250920004,4,BG,75917,0,1500000US250250920004,0.10680379746835401,0.8852848101265821,1264.0,135.0,1119.0,0,0,0,154,0.0,0.0,0.0,0.0,0.0,0.12183544303797468
1488,25,25,100300,3,1500000US250251003003,250251003003,3,BG,106140,0,1500000US250251003003,0.0,0.7001223990208081,817.0,0.0,572.0,0,0,0,125,0.0,,0.0,0.0,,0.15299877600979192
1491,25,25,100300,2,1500000US250251003002,250251003002,2,BG,105785,0,1500000US250251003002,0.0380116959064327,0.9044834307992199,1026.0,39.0,928.0,0,0,0,136,0.0,0.0,0.0,0.0,0.0,0.13255360623781676
1493,25,25,80500,2,1500000US250250805002,250250805002,2,BG,139954,0,1500000US250250805002,0.17797816801139102,0.464167062173707,2107.0,375.0,978.0,6,4,1,404,0.00408997955010225,0.0026666666666666666,0.0028476506881822496,0.00408997955010225,0.0026666666666666666,0.19174181300427148
1509,25,25,160400,2,1500000US250251604002,250251604002,2,BG,148824,0,1500000US250251604002,0.416892257715214,0.15809420682187303,1847.0,770.0,292.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1523,25,25,170100,4,1500000US250251701004,250251701004,4,BG,129666,0,1500000US250251701004,0.8071979434447301,0.116966580976864,778.0,628.0,91.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1525,25,25,90100,1,1500000US250250901001,250250901001,1,BG,109636,0,1500000US250250901001,0.0612635609444799,0.640076579451181,1567.0,96.0,1003.0,7,3,2,372,0.0029910269192422734,0.020833333333333332,0.004467134652201659,0.0029910269192422734,0.020833333333333332,0.23739629865985962
1540,25,25,91200,1,1500000US250250912001,250250912001,1,BG,94930,0,1500000US250250912001,0.276809651474531,0.25402144772117996,1492.0,413.0,379.0,0,0,0,170,0.0,0.0,0.0,0.0,0.0,0.11394101876675604
1546,25,25,120600,2,1500000US250251206002,250251206002,2,BG,78226,0,1500000US250251206002,0.807747489239598,0.0631276901004304,697.0,563.0,44.0,0,0,0,23,0.0,0.0,0.0,0.0,0.0,0.03299856527977044
1570,25,25,981800,1,1500000US250259818001,250259818001,1,BG,699454,370423,1500000US250259818001,0.653846153846154,0.34615384615384603,26.0,17.0,9.0,0,0,0,80,0.0,0.0,0.0,0.0,0.0,3.076923076923077
1591,25,25,82100,1,1500000US250250821001,250250821001,1,BG,97929,0,1500000US250250821001,0.14232209737827697,0.352059925093633,801.0,114.0,282.0,19,14,4,291,0.04964539007092199,0.03508771929824561,0.02372034956304619,0.04964539007092199,0.03508771929824561,0.36329588014981273
1599,25,25,81900,3,1500000US250250819003,250250819003,3,BG,102648,0,1500000US250250819003,0.110687022900763,0.5712468193384219,786.0,87.0,449.0,2,2,0,152,0.004454342984409799,0.0,0.002544529262086514,0.004454342984409799,0.0,0.19338422391857507
1608,25,25,803,1,1500000US250250008031,250250008031,1,BG,980286,0,1500000US250250008031,0.6459854014598541,0.0498783454987835,2466.0,1593.0,123.0,0,0,0,40,0.0,0.0,0.0,0.0,0.0,0.016220600162206
1619,25,25,402,3,1500000US250250004023,250250004023,3,BG,261633,0,1500000US250250004023,0.8307332293291729,0.0148205928237129,1282.0,1065.0,19.0,0,0,0,98,0.0,0.0,0.0,0.0,0.0,0.07644305772230889
1636,25,25,100900,5,1500000US250251009005,250251009005,5,BG,242946,0,1500000US250251009005,0.34816082121471303,0.449101796407186,1169.0,407.0,525.0,0,0,0,103,0.0,0.0,0.0,0.0,0.0,0.08810949529512403
1648,25,25,140400,7,1500000US250251404007,250251404007,7,BG,254564,0,1500000US250251404007,0.354616895874263,0.202357563850688,1018.0,361.0,206.0,0,0,0,213,0.0,0.0,0.0,0.0,0.0,0.20923379174852652
1654,25,25,201,1,1500000US250250002011,250250002011,1,BG,240994,0,1500000US250250002011,0.7149877149877151,0.0131040131040131,1221.0,873.0,16.0,0,0,0,62,0.0,0.0,0.0,0.0,0.0,0.050778050778050775
1655,25,25,703,1,1500000US250250007031,250250007031,1,BG,72957,0,1500000US250250007031,0.40644361833952897,0.0879801734820322,807.0,328.0,71.0,0,0,0,139,0.0,0.0,0.0,0.0,0.0,0.17224287484510534
1660,25,25,704,3,1500000US250250007043,250250007043,3,BG,39100,0,1500000US250250007043,0.614262560777958,0.0129659643435981,1234.0,758.0,16.0,0,0,0,45,0.0,0.0,0.0,0.0,0.0,0.03646677471636953
1664,25,25,180101,1,1500000US250251801011,250251801011,1,BG,234524,142364,1500000US250251801011,0.9616490891658679,0.0383509108341323,1043.0,1003.0,40.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1719,25,25,90100,3,1500000US250250901003,250250901003,3,BG,88984,0,1500000US250250901003,0.0979591836734694,0.6380952380952379,735.0,72.0,469.0,13,12,1,255,0.0255863539445629,0.013888888888888888,0.017687074829931974,0.0255863539445629,0.013888888888888888,0.3469387755102041
1720,25,25,91500,1,1500000US250250915001,250250915001,1,BG,164417,0,1500000US250250915001,0.252503953610965,0.347917764891935,1897.0,479.0,660.0,0,0,0,389,0.0,0.0,0.0,0.0,0.0,0.20506062203479178
1722,25,25,100700,1,1500000US250251007001,250251007001,1,BG,166371,0,1500000US250251007001,0.9550321199143471,0.0256959314775161,934.0,892.0,24.0,1,0,1,58,0.0,0.0011210762331838565,0.0010706638115631692,0.0,0.0011210762331838565,0.06209850107066381
1737,25,25,130200,1,1500000US250251302001,250251302001,1,BG,197883,0,1500000US250251302001,0.837696335078534,0.0575916230366492,764.0,640.0,44.0,0,0,0,420,0.0,0.0,0.0,0.0,0.0,0.5497382198952879
1745,25,25,10203,1,1500000US250250102031,250250102031,1,BG,66428,1185,1500000US250250102031,0.7996201329534659,0.0151946818613485,1053.0,842.0,16.0,0,0,0,58,0.0,0.0,0.0,0.0,0.0,0.055080721747388414
1749,25,25,71201,2,1500000US250250712012,250250712012,2,BG,118284,0,1500000US250250712012,0.244200244200244,0.33882783882783896,1638.0,400.0,555.0,4,2,2,753,0.0036036036036036037,0.005,0.002442002442002442,0.0036036036036036037,0.005,0.4597069597069597
1752,25,25,160501,3,1500000US250251605013,250251605013,3,BG,63866,0,1500000US250251605013,0.310536044362292,0.0,541.0,168.0,0.0,0,0,0,0,,0.0,0.0,,0.0,0.0
1758,25,25,80900,2,1500000US250250809002,250250809002,2,BG,108750,0,1500000US250250809002,0.838196286472148,0.0517241379310345,1508.0,1264.0,78.0,0,0,0,271,0.0,0.0,0.0,0.0,0.0,0.1797082228116711
1769,25,25,302,1,1500000US250250003021,250250003021,1,BG,269190,0,1500000US250250003021,0.6695986805937328,0.0863111599780099,1819.0,1218.0,157.0,0,0,0,75,0.0,0.0,0.0,0.0,0.0,0.04123144584936778
1780,25,25,601,2,1500000US250250006012,250250006012,2,BG,174859,0,1500000US250250006012,0.641357027463651,0.0355411954765751,1238.0,794.0,44.0,0,0,0,610,0.0,0.0,0.0,0.0,0.0,0.4927302100161551
1788,25,25,70101,2,1500000US250250701012,250250701012,2,BG,84345,0,1500000US250250701012,0.383435582822086,0.0751533742331288,652.0,250.0,49.0,6,3,3,776,0.061224489795918366,0.012,0.009202453987730062,0.061224489795918366,0.012,1.1901840490797546
1789,25,25,92101,1,1500000US250250921011,250250921011,1,BG,180145,0,1500000US250250921011,0.46636771300448404,0.384529147982063,892.0,416.0,343.0,0,0,0,141,0.0,0.0,0.0,0.0,0.0,0.15807174887892378
1797,25,25,92101,4,1500000US250250921014,250250921014,4,BG,227454,0,1500000US250250921014,0.132455460883036,0.11773818745158801,1291.0,171.0,152.0,7,5,2,1203,0.03289473684210526,0.011695906432748537,0.005422153369481022,0.03289473684210526,0.011695906432748537,0.9318357862122386
1803,25,25,160101,2,1500000US250251601012,250251601012,2,BG,110817,0,1500000US250251601012,0.501068376068376,0.0539529914529915,1872.0,938.0,101.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1819,25,25,91800,3,1500000US250250918003,250250918003,3,BG,188197,0,1500000US250250918003,0.0598290598290598,0.813034188034188,936.0,56.0,761.0,0,0,0,258,0.0,0.0,0.0,0.0,0.0,0.27564102564102566
1822,25,25,504,2,1500000US250250005042,250250005042,2,BG,101449,0,1500000US250250005042,0.874051593323217,0.0,1318.0,1152.0,0.0,0,0,0,96,,0.0,0.0,,0.0,0.07283763277693475
1824,25,25,130402,4,1500000US250251304024,250251304024,4,BG,272895,0,1500000US250251304024,0.9489216799091941,0.0,881.0,836.0,0.0,0,0,0,28,,0.0,0.0,,0.0,0.03178206583427923
1832,25,25,80500,1,1500000US250250805001,250250805001,1,BG,105890,0,1500000US250250805001,0.228054298642534,0.456108597285068,1105.0,252.0,504.0,0,0,0,168,0.0,0.0,0.0,0.0,0.0,0.1520361990950226
1838,25,25,402,1,1500000US250250004021,250250004021,1,BG,162121,0,1500000US250250004021,0.7767784137367131,0.0498773507767784,1223.0,950.0,61.0,0,0,0,96,0.0,0.0,0.0,0.0,0.0,0.07849550286181521
1844,25,25,110401,1,1500000US250251104011,250251104011,1,BG,213720,0,1500000US250251104011,0.392619479733817,0.33938294010889297,1653.0,649.0,561.0,0,0,0,209,0.0,0.0,0.0,0.0,0.0,0.12643678160919541
1845,25,25,110103,7,1500000US250251101037,250251101037,7,BG,57183,0,1500000US250251101037,0.29440688383528,0.6453595574677321,1627.0,479.0,1050.0,2,2,0,98,0.0019047619047619048,0.0,0.001229256299938537,0.0019047619047619048,0.0,0.06023355869698832
1854,25,25,110403,2,1500000US250251104032,250251104032,2,BG,201471,0,1500000US250251104032,0.531798245614035,0.41118421052631604,912.0,485.0,375.0,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.05263157894736842
1867,25,25,160602,2,1500000US250251606022,250251606022,2,BG,139512,0,1500000US250251606022,0.41843088418430896,0.0323785803237858,803.0,336.0,26.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1874,25,25,170502,2,1500000US250251705022,250251705022,2,BG,695184,934083,1500000US250251705022,0.83302752293578,0.0207951070336391,1635.0,1362.0,34.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1879,25,25,90901,2,1500000US250250909012,250250909012,2,BG,900600,293189,1500000US250250909012,0.420779220779221,0.0841558441558442,1925.0,810.0,162.0,1,1,0,110,0.006172839506172839,0.0,0.0005194805194805195,0.006172839506172839,0.0,0.05714285714285714
1916,25,25,201,4,1500000US250250002014,250250002014,4,BG,85400,0,1500000US250250002014,0.635687732342007,0.16728624535316,807.0,513.0,135.0,2,0,2,38,0.0,0.003898635477582846,0.0024783147459727386,0.0,0.003898635477582846,0.04708798017348203
1919,25,25,10204,3,1500000US250250102043,250250102043,3,BG,145887,0,1500000US250250102043,0.509779951100245,0.039119804400977995,818.0,417.0,32.0,0,0,0,178,0.0,0.0,0.0,0.0,0.0,0.2176039119804401
1924,25,25,20101,4,1500000US250250201014,250250201014,4,BG,45718,0,1500000US250250201014,0.9542124542124542,0.0134310134310134,1638.0,1563.0,22.0,0,0,0,53,0.0,0.0,0.0,0.0,0.0,0.03235653235653236
1942,25,25,180200,1,1500000US250251802001,250251802001,1,BG,372895,85115,1500000US250251802001,0.831970260223048,0.0104089219330855,1345.0,1119.0,14.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1955,25,25,160300,2,1500000US250251603002,250251603002,2,BG,185187,135442,1500000US250251603002,0.525210084033613,0.12885154061624599,714.0,375.0,92.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1957,25,25,30500,1,1500000US250250305001,250250305001,1,BG,139574,292691,1500000US250250305001,0.9502407704654899,0.0417335473515249,623.0,592.0,26.0,0,0,0,86,0.0,0.0,0.0,0.0,0.0,0.13804173354735153
1960,25,25,20101,3,1500000US250250201013,250250201013,3,BG,71202,0,1500000US250250201013,0.961048158640227,0.0,1412.0,1357.0,0.0,0,0,0,79,,0.0,0.0,,0.0,0.05594900849858357
1968,25,25,91001,1,1500000US250250910011,250250910011,1,BG,96905,0,1500000US250250910011,0.15352260778128302,0.19137749737118803,951.0,146.0,182.0,0,0,0,224,0.0,0.0,0.0,0.0,0.0,0.23554153522607782
1982,25,25,30300,4,1500000US250250303004,250250303004,4,BG,31399,0,1500000US250250303004,0.723591549295775,0.0,568.0,411.0,0.0,0,0,0,84,,0.0,0.0,,0.0,0.14788732394366197
1985,25,25,990101,0,1500000US250259901010,250259901010,0,BG,0,134108386,1500000US250259901010,0.73134328358209,0.26865671641791,67.0,49.0,18.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1990,25,25,101102,4,1500000US250251011024,250251011024,4,BG,152532,0,1500000US250251011024,0.0654627539503386,0.8126410835214449,1329.0,87.0,1080.0,10,9,0,318,0.008333333333333333,0.0,0.007524454477050414,0.008333333333333333,0.0,0.23927765237020315
1999,25,25,82000,1,1500000US250250820001,250250820001,1,BG,164290,0,1500000US250250820001,0.19640564826700896,0.7471116816431321,1558.0,306.0,1164.0,0,0,0,319,0.0,0.0,0.0,0.0,0.0,0.20474967907573813
2017,25,25,110103,4,1500000US250251101034,250251101034,4,BG,90524,0,1500000US250251101034,0.424623115577889,0.0741206030150754,796.0,338.0,59.0,0,0,0,71,0.0,0.0,0.0,0.0,0.0,0.08919597989949749
2038,25,25,30400,2,1500000US250250304002,250250304002,2,BG,44484,0,1500000US250250304002,0.953467153284672,0.00912408759124088,1096.0,1045.0,10.0,0,0,0,174,0.0,0.0,0.0,0.0,0.0,0.15875912408759124
2060,25,25,81001,2,1500000US250250810012,250250810012,2,BG,114984,0,1500000US250250810012,0.2548,0.3012,2500.0,637.0,753.0,0,0,0,125,0.0,0.0,0.0,0.0,0.0,0.05
2074,25,25,10300,2,1500000US250250103002,250250103002,2,BG,360526,0,1500000US250250103002,0.7373965387509409,0.0584399297717582,3987.0,2940.0,233.0,0,0,0,158,0.0,0.0,0.0,0.0,0.0,0.03962879357913218
2075,25,25,10701,3,1500000US250250107013,250250107013,3,BG,80728,0,1500000US250250107013,0.8509687034277199,0.0163934426229508,671.0,571.0,11.0,0,0,0,258,0.0,0.0,0.0,0.0,0.0,0.38450074515648286
2088,25,25,70101,7,1500000US250250701017,250250701017,7,BG,40007,0,1500000US250250701017,0.348460291734198,0.008103727714748779,1234.0,430.0,10.0,7,6,1,190,0.6,0.002325581395348837,0.005672609400324149,0.6,0.002325581395348837,0.1539708265802269
2112,25,25,140400,3,1500000US250251404003,250251404003,3,BG,242957,12733,1500000US250251404003,0.0889276373147341,0.786399302528335,1147.0,102.0,902.0,0,0,0,116,0.0,0.0,0.0,0.0,0.0,0.1011333914559721
2146,25,25,61200,1,1500000US250250612001,250250612001,1,BG,1276243,69804,1500000US250250612001,0.897555715312725,0.0269590222861251,2782.0,2497.0,75.0,20,5,13,769,0.06666666666666667,0.005206247496996396,0.007189072609633357,0.06666666666666667,0.005206247496996396,0.2764198418404026
2156,25,25,160101,3,1500000US250251601013,250251601013,3,BG,325472,55916,1500000US250251601013,0.442727957799548,0.11454408440090401,2654.0,1175.0,304.0,1,0,0,0,0.0,0.0,0.00037678975131876413,0.0,0.0,0.0
2161,25,25,101002,3,1500000US250251010023,250251010023,3,BG,427718,5750,1500000US250251010023,0.0427868231730405,0.8595229079893979,2641.0,113.0,2270.0,10,10,0,408,0.004405286343612335,0.0,0.003786444528587656,0.004405286343612335,0.0,0.15448693676637637
2162,25,25,81700,2,1500000US250250817002,250250817002,2,BG,124299,0,1500000US250250817002,0.06089309878213801,0.799729364005413,739.0,45.0,591.0,0,0,0,146,0.0,0.0,0.0,0.0,0.0,0.1975642760487145
2165,25,25,91001,3,1500000US250250910013,250250910013,3,BG,377788,439437,1500000US250250910013,1.0,0.0,428.0,428.0,0.0,1,0,1,53,,0.002336448598130841,0.002336448598130841,,0.002336448598130841,0.12383177570093458
2178,25,25,40600,1,1500000US250250406001,250250406001,1,BG,1256881,413598,1500000US250250406001,0.7901821060965949,0.123515439429929,1263.0,998.0,156.0,5,3,2,240,0.019230769230769232,0.002004008016032064,0.00395882818685669,0.019230769230769232,0.002004008016032064,0.19002375296912113
2203,25,25,110502,2,1500000US250251105022,250251105022,2,BG,312442,0,1500000US250251105022,0.670534604227103,0.181931205967675,2413.0,1618.0,439.0,0,0,0,245,0.0,0.0,0.0,0.0,0.0,0.10153336096145876
2206,25,25,130402,3,1500000US250251304023,250251304023,3,BG,444079,0,1500000US250251304023,0.9447983014861999,0.0552016985138004,942.0,890.0,52.0,0,0,0,72,0.0,0.0,0.0,0.0,0.0,0.07643312101910828
2219,25,25,110201,1,1500000US250251102011,250251102011,1,BG,348208,0,1500000US250251102011,0.29351265822784806,0.467563291139241,2528.0,742.0,1182.0,2,2,0,270,0.001692047377326565,0.0,0.0007911392405063291,0.001692047377326565,0.0,0.10680379746835443
2220,25,25,160200,1,1500000US250251602001,250251602001,1,BG,60967,0,1500000US250251602001,0.328233657858136,0.00764951321279555,1438.0,472.0,11.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2224,25,25,30200,1,1500000US250250302001,250250302001,1,BG,64733,0,1500000US250250302001,0.946527012127894,0.0126791620727674,1814.0,1717.0,23.0,10,0,10,90,0.0,0.005824111822947,0.005512679162072767,0.0,0.005824111822947,0.04961411245865491
2227,25,25,51000,3,1500000US250250510003,250250510003,3,BG,132901,0,1500000US250250510003,0.687743950039032,0.0,1281.0,881.0,0.0,1,1,0,48,inf,0.0,0.00078064012490242,inf,0.0,0.03747072599531616
2249,25,25,160200,2,1500000US250251602002,250251602002,2,BG,57060,0,1500000US250251602002,0.368421052631579,0.083780880773362,931.0,343.0,78.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2250,25,25,90300,1,1500000US250250903001,250250903001,1,BG,134435,0,1500000US250250903001,0.0530565167243368,0.808535178777393,867.0,46.0,701.0,0,0,0,216,0.0,0.0,0.0,0.0,0.0,0.2491349480968858
2253,25,25,100400,1,1500000US250251004001,250251004001,1,BG,140970,0,1500000US250251004001,0.200615384615385,0.47630769230769204,1625.0,326.0,774.0,0,0,0,345,0.0,0.0,0.0,0.0,0.0,0.2123076923076923
2266,25,25,50101,3,1500000US250250501013,250250501013,3,BG,75212,0,1500000US250250501013,0.7099161322150959,0.0118401578687716,2027.0,1439.0,24.0,0,0,0,114,0.0,0.0,0.0,0.0,0.0,0.056240749876665025
2323,25,25,50700,2,1500000US250250507002,250250507002,2,BG,62351,0,1500000US250250507002,0.554449284380834,0.0348475420037337,1607.0,891.0,56.0,0,0,0,100,0.0,0.0,0.0,0.0,0.0,0.06222775357809583
2324,25,25,401,3,1500000US250250004013,250250004013,3,BG,116847,0,1500000US250250004013,0.8196891191709841,0.0,965.0,791.0,0.0,0,0,0,46,,0.0,0.0,,0.0,0.04766839378238342
2325,25,25,140400,6,1500000US250251404006,250251404006,6,BG,694806,0,1500000US250251404006,0.17176186645213198,0.744971842316975,2486.0,427.0,1852.0,1,1,0,189,0.0005399568034557236,0.0,0.00040225261464199515,0.0005399568034557236,0.0,0.07602574416733708
2326,25,25,502,2,1500000US250250005022,250250005022,2,BG,349820,334529,1500000US250250005022,0.84366576819407,0.0471698113207547,742.0,626.0,35.0,7,3,4,42,0.08571428571428572,0.006389776357827476,0.009433962264150943,0.08571428571428572,0.006389776357827476,0.05660377358490566
2327,25,25,602,2,1500000US250250006022,250250006022,2,BG,122302,0,1500000US250250006022,0.779874213836478,0.0,1113.0,868.0,0.0,0,0,0,151,,0.0,0.0,,0.0,0.13566936208445643
2328,25,25,701,5,1500000US250250007015,250250007015,5,BG,81872,0,1500000US250250007015,0.767453294001967,0.0,2034.0,1561.0,0.0,7,2,5,62,inf,0.0032030749519538757,0.00344149459193707,inf,0.0032030749519538757,0.03048180924287119
2329,25,25,170400,3,1500000US250251704003,250251704003,3,BG,184117,0,1500000US250251704003,0.7229268292682929,0.0360975609756098,1025.0,741.0,37.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2330,25,25,170400,2,1500000US250251704002,250251704002,2,BG,457238,0,1500000US250251704002,0.524759793052476,0.0679970436067997,1353.0,710.0,92.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2331,25,25,170702,3,1500000US250251707023,250251707023,3,BG,188940,0,1500000US250251707023,0.652834599649328,0.0625365283459965,1711.0,1117.0,107.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2332,25,25,180200,2,1500000US250251802002,250251802002,2,BG,187039,0,1500000US250251802002,1.0,0.0,691.0,691.0,0.0,0,0,0,0,,0.0,0.0,,0.0,0.0
2333,25,25,180400,1,1500000US250251804001,250251804001,1,BG,420414,152069,1500000US250251804001,0.884229717411121,0.0455788514129444,1097.0,970.0,50.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2334,25,25,302,2,1500000US250250003022,250250003022,2,BG,320688,46101,1500000US250250003022,0.656969696969697,0.12181818181818198,1650.0,1084.0,201.0,0,0,0,79,0.0,0.0,0.0,0.0,0.0,0.04787878787878788
2335,25,25,301,4,1500000US250250003014,250250003014,4,BG,126608,0,1500000US250250003014,0.6350461133069829,0.0,759.0,482.0,0.0,0,0,0,45,,0.0,0.0,,0.0,0.05928853754940711
2336,25,25,120500,3,1500000US250251205003,250251205003,3,BG,53267,0,1500000US250251205003,0.45649432534678397,0.23076923076923103,793.0,362.0,183.0,0,0,0,23,0.0,0.0,0.0,0.0,0.0,0.029003783102143757
2385,25,25,10500,1,1500000US250250105001,250250105001,1,BG,115520,10075,1500000US250250105001,0.6026743075453679,0.0534861509073543,1047.0,631.0,56.0,1,0,1,410,0.0,0.001584786053882726,0.0009551098376313276,0.0,0.001584786053882726,0.39159503342884433
2386,25,25,10801,1,1500000US250250108011,250250108011,1,BG,28842,0,1500000US250250108011,0.699513381995134,0.0888077858880779,822.0,575.0,73.0,0,0,0,31,0.0,0.0,0.0,0.0,0.0,0.037712895377128956
2387,25,25,20101,1,1500000US250250201011,250250201011,1,BG,45229,0,1500000US250250201011,0.862119013062409,0.0319303338171263,689.0,594.0,22.0,0,0,0,64,0.0,0.0,0.0,0.0,0.0,0.09288824383164006
