,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,percentage_demographic_in_boston_census_group_id,percentage_demographic_in_boston_census_group_%white,percentage_demographic_in_boston_census_group_%black,percentage_demographic_in_boston_census_group_Estimate!!Total,percentage_demographic_in_boston_census_group_Estimate!!Total!!White alone,percentage_demographic_in_boston_census_group_Estimate!!Total!!Black or African American alone,stopped_in_census,stopped_black_in_census,stopped_white_in_census,crime_in_census,%black_in_census,%white_in_census,%stopped_in_census,%black_stopped_in_census,%white_stopped_in_census,%crime_in_census
435,25,25,140102,4,1500000US250251401024,250251401024,4,BG,804333,33349,1500000US250251401024,0.31688672689367603,0.538568450312717,1439.0,456.0,775.0,0,0,0,102,0.0,0.0,0.0,0.0,0.0,0.07088255733148019
436,25,25,140300,1,1500000US250251403001,250251403001,1,BG,206265,9302,1500000US250251403001,0.226226226226226,0.574574574574575,999.0,226.0,574.0,10,8,2,192,0.013937282229965157,0.008849557522123894,0.01001001001001001,0.013937282229965157,0.008849557522123894,0.1921921921921922
437,25,25,140300,5,1500000US250251403005,250251403005,5,BG,243243,9786,1500000US250251403005,0.255261371350984,0.5295315682281061,1473.0,376.0,780.0,0,0,0,201,0.0,0.0,0.0,0.0,0.0,0.1364562118126273
438,25,25,160602,5,1500000US250251606025,250251606025,5,BG,98783,0,1500000US250251606025,0.44324324324324293,0.158558558558559,1110.0,492.0,176.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
439,25,25,170100,2,1500000US250251701002,250251701002,2,BG,202926,0,1500000US250251701002,0.831932773109244,0.16806722689075596,1309.0,1089.0,220.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
441,25,25,170200,4,1500000US250251702004,250251702004,4,BG,345930,0,1500000US250251702004,0.927152317880795,0.0513245033112583,1208.0,1120.0,62.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
442,25,25,40300,1,1500000US250250403001,250250403001,1,BG,49551,0,1500000US250250403001,0.303341902313625,0.3624678663239071,778.0,236.0,282.0,2,2,0,114,0.0070921985815602835,0.0,0.002570694087403599,0.0070921985815602835,0.0,0.14652956298200515
443,25,25,50101,1,1500000US250250501011,250250501011,1,BG,110372,0,1500000US250250501011,0.603130755064457,0.0188766114180479,2172.0,1310.0,41.0,0,0,0,154,0.0,0.0,0.0,0.0,0.0,0.070902394106814
444,25,25,50700,3,1500000US250250507003,250250507003,3,BG,118743,0,1500000US250250507003,0.520302821748107,0.0,1453.0,756.0,0.0,0,0,0,102,,0.0,0.0,,0.0,0.07019958706125258
445,25,25,51200,2,1500000US250250512002,250250512002,2,BG,104430,0,1500000US250250512002,0.7070594774874929,0.0005558643690939411,1799.0,1272.0,1.0,8,7,0,64,7.0,0.0,0.0044469149527515284,7.0,0.0,0.03557531962201223
446,25,25,60101,3,1500000US250250601013,250250601013,3,BG,80162,0,1500000US250250601013,0.966666666666667,0.0066666666666666706,1050.0,1015.0,7.0,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.045714285714285714
447,25,25,60400,3,1500000US250250604003,250250604003,3,BG,80520,0,1500000US250250604003,0.9457943925233651,0.0411214953271028,1070.0,1012.0,44.0,0,0,0,55,0.0,0.0,0.0,0.0,0.0,0.0514018691588785
448,25,25,60501,5,1500000US250250605015,250250605015,5,BG,74540,0,1500000US250250605015,0.9007220216606501,0.0,554.0,499.0,0.0,0,0,0,134,,0.0,0.0,,0.0,0.24187725631768953
449,25,25,60700,1,1500000US250250607001,250250607001,1,BG,89011,0,1500000US250250607001,0.18776916451335102,0.45994832041343703,1161.0,218.0,534.0,1,0,0,147,0.0,0.0,0.0008613264427217916,0.0,0.0,0.12661498708010335
450,25,25,61200,2,1500000US250250612002,250250612002,2,BG,464561,0,1500000US250250612002,0.8647619047619051,0.0266666666666667,525.0,454.0,14.0,6,2,4,169,0.14285714285714285,0.00881057268722467,0.011428571428571429,0.14285714285714285,0.00881057268722467,0.3219047619047619
451,25,25,70200,2,1500000US250250702002,250250702002,2,BG,30940,0,1500000US250250702002,0.0,0.132142857142857,1120.0,0.0,148.0,0,0,0,37,0.0,,0.0,0.0,,0.033035714285714286
452,25,25,70600,1,1500000US250250706001,250250706001,1,BG,65263,0,1500000US250250706001,0.8574938574938579,0.00163800163800164,1221.0,1047.0,2.0,0,0,0,131,0.0,0.0,0.0,0.0,0.0,0.10728910728910729
453,25,25,80100,2,1500000US250250801002,250250801002,2,BG,90456,0,1500000US250250801002,0.0738552437223043,0.598227474150665,677.0,50.0,405.0,0,0,0,113,0.0,0.0,0.0,0.0,0.0,0.16691285081240767
454,25,25,80900,1,1500000US250250809001,250250809001,1,BG,40886,0,1500000US250250809001,0.48695652173913,0.0260869565217391,1265.0,616.0,33.0,0,0,0,24,0.0,0.0,0.0,0.0,0.0,0.018972332015810278
455,25,25,81100,1,1500000US250250811001,250250811001,1,BG,255806,0,1500000US250250811001,0.563667232597623,0.204584040747029,1178.0,664.0,241.0,0,0,0,118,0.0,0.0,0.0,0.0,0.0,0.100169779286927
456,25,25,81200,2,1500000US250250812002,250250812002,2,BG,129455,0,1500000US250250812002,0.510161177295025,0.0911002102312544,1427.0,728.0,130.0,0,0,0,194,0.0,0.0,0.0,0.0,0.0,0.13594954449894883
776,25,25,71201,1,1500000US250250712011,250250712011,1,BG,293943,0,1500000US250250712011,0.66793893129771,0.0820610687022901,2096.0,1400.0,172.0,12,5,7,419,0.029069767441860465,0.005,0.0057251908396946565,0.029069767441860465,0.005,0.19990458015267176
777,25,25,180500,2,1500000US250251805002,250251805002,2,BG,201805,1055353,1500000US250251805002,0.98671096345515,0.0132890365448505,602.0,594.0,8.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
778,25,25,60501,4,1500000US250250605014,250250605014,4,BG,110154,0,1500000US250250605014,0.9543650793650791,0.0,504.0,481.0,0.0,0,0,0,30,,0.0,0.0,,0.0,0.05952380952380952
779,25,25,170601,2,1500000US250251706012,250251706012,2,BG,441838,85941,1500000US250251706012,0.836459114778695,0.0,1333.0,1115.0,0.0,0,0,0,0,,0.0,0.0,,0.0,0.0
780,25,25,170501,2,1500000US250251705012,250251705012,2,BG,357784,188923,1500000US250251705012,0.6842480399144689,0.0270848182466144,1403.0,960.0,38.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
781,25,25,50901,3,1500000US250250509013,250250509013,3,BG,325505,194139,1500000US250250509013,0.527257933279089,0.0,1229.0,648.0,0.0,0,0,0,74,,0.0,0.0,,0.0,0.060211554109031735
782,25,25,180101,2,1500000US250251801012,250251801012,2,BG,241123,536677,1500000US250251801012,0.9383229383229379,0.0,1443.0,1354.0,0.0,0,0,0,0,,0.0,0.0,,0.0,0.0
783,25,25,170502,1,1500000US250251705021,250251705021,1,BG,228782,228806,1500000US250251705021,0.9538968166849621,0.0,911.0,869.0,0.0,0,0,0,0,,0.0,0.0,,0.0,0.0
784,25,25,91300,2,1500000US250250913002,250250913002,2,BG,157287,0,1500000US250250913002,0.117824773413897,0.6616314199395771,1324.0,156.0,876.0,7,6,1,114,0.00684931506849315,0.00641025641025641,0.005287009063444109,0.00684931506849315,0.00641025641025641,0.08610271903323263
785,25,25,81300,2,1500000US250250813002,250250813002,2,BG,260180,0,1500000US250250813002,0.162421912542047,0.67275348390197,2081.0,338.0,1400.0,5,5,0,548,0.0035714285714285713,0.0,0.002402691013935608,0.0035714285714285713,0.0,0.26333493512734263
786,25,25,91400,1,1500000US250250914001,250250914001,1,BG,176287,0,1500000US250250914001,0.14377788795240498,0.46504709965295,2017.0,290.0,938.0,20,18,2,419,0.019189765458422176,0.006896551724137931,0.00991571641051066,0.019189765458422176,0.006896551724137931,0.2077342588001983
787,25,25,60301,3,1500000US250250603013,250250603013,3,BG,127126,0,1500000US250250603013,0.976572958500669,0.00468540829986613,1494.0,1459.0,7.0,1,0,1,75,0.0,0.0006854009595613434,0.0006693440428380187,0.0,0.0006854009595613434,0.050200803212851405
788,25,25,110103,2,1500000US250251101032,250251101032,2,BG,89730,0,1500000US250251101032,0.608870967741935,0.36424731182795705,744.0,453.0,271.0,4,3,1,83,0.01107011070110701,0.002207505518763797,0.005376344086021506,0.01107011070110701,0.002207505518763797,0.11155913978494623
796,25,25,70101,5,1500000US250250701015,250250701015,5,BG,16574,0,1500000US250250701015,0.569444444444444,0.0,216.0,123.0,0.0,0,0,0,152,,0.0,0.0,,0.0,0.7037037037037037
797,25,25,70101,6,1500000US250250701016,250250701016,6,BG,13519,0,1500000US250250701016,0.739770867430442,0.0,611.0,452.0,0.0,0,0,0,302,,0.0,0.0,,0.0,0.49427168576104746
798,25,25,70101,8,1500000US250250701018,250250701018,8,BG,304930,0,1500000US250250701018,0.85952380952381,0.0476190476190476,420.0,361.0,20.0,5,3,2,598,0.15,0.00554016620498615,0.011904761904761904,0.15,0.00554016620498615,1.4238095238095239
808,25,25,10104,2,1500000US250250101042,250250101042,2,BG,82851,1436,1500000US250250101042,0.695103289977047,0.0328997704667177,2614.0,1817.0,86.0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0038255547054322878
809,25,25,10204,2,1500000US250250102042,250250102042,2,BG,68847,0,1500000US250250102042,0.6421636615811371,0.0305131761442441,1442.0,926.0,44.0,0,0,0,53,0.0,0.0,0.0,0.0,0.0,0.036754507628294034
810,25,25,80801,1,1500000US250250808011,250250808011,1,BG,196281,0,1500000US250250808011,0.568786982248521,0.14460059171597597,2704.0,1538.0,391.0,28,26,2,184,0.06649616368286446,0.0013003901170351106,0.010355029585798817,0.06649616368286446,0.0013003901170351106,0.06804733727810651
811,25,25,10404,2,1500000US250250104042,250250104042,2,BG,34912,0,1500000US250250104042,0.639306358381503,0.0312138728323699,1730.0,1106.0,54.0,0,0,0,19,0.0,0.0,0.0,0.0,0.0,0.010982658959537572
812,25,25,10701,2,1500000US250250107012,250250107012,2,BG,47170,0,1500000US250250107012,0.8692206076618231,0.059445178335535004,757.0,658.0,45.0,0,0,0,105,0.0,0.0,0.0,0.0,0.0,0.13870541611624834
813,25,25,10801,3,1500000US250250108013,250250108013,3,BG,54030,0,1500000US250250108013,0.944275582573455,0.0,987.0,932.0,0.0,2,1,1,48,inf,0.001072961373390558,0.002026342451874367,inf,0.001072961373390558,0.0486322188449848
814,25,25,10801,2,1500000US250250108012,250250108012,2,BG,45123,0,1500000US250250108012,0.971103327495622,0.0113835376532399,1142.0,1109.0,13.0,13,5,8,93,0.38461538461538464,0.007213706041478809,0.01138353765323993,0.38461538461538464,0.007213706041478809,0.08143607705779335
921,25,25,170100,5,1500000US250251701005,250251701005,5,BG,192378,0,1500000US250251701005,0.7087301587301591,0.131746031746032,1260.0,893.0,166.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
923,25,25,20302,1,1500000US250250203021,250250203021,1,BG,76782,0,1500000US250250203021,0.8806122448979591,0.0,980.0,863.0,0.0,0,0,0,116,,0.0,0.0,,0.0,0.11836734693877551
925,25,25,140300,3,1500000US250251403003,250251403003,3,BG,396258,22407,1500000US250251403003,0.259051504334523,0.6925038245792959,1961.0,508.0,1358.0,2,1,1,320,0.0007363770250368188,0.001968503937007874,0.0010198878123406426,0.0007363770250368188,0.001968503937007874,0.1631820499745028
927,25,25,504,1,1500000US250250005041,250250005041,1,BG,97322,0,1500000US250250005041,0.5553935860058311,0.0284256559766764,1372.0,762.0,39.0,26,18,7,73,0.46153846153846156,0.009186351706036745,0.018950437317784258,0.46153846153846156,0.009186351706036745,0.053206997084548104
942,25,25,100300,4,1500000US250251003004,250251003004,4,BG,104357,0,1500000US250251003004,0.108179419525066,0.8918205804749342,758.0,82.0,676.0,0,0,0,179,0.0,0.0,0.0,0.0,0.0,0.23614775725593667
944,25,25,140202,1,1500000US250251402021,250251402021,1,BG,238151,0,1500000US250251402021,0.429654591406908,0.35383319292333604,1187.0,510.0,420.0,0,0,0,53,0.0,0.0,0.0,0.0,0.0,0.04465037910699242
950,25,25,170100,1,1500000US250251701001,250251701001,1,BG,275235,1955,1500000US250251701001,0.850911458333333,0.0696614583333333,1536.0,1307.0,107.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
954,25,25,92000,1,1500000US250250920001,250250920001,1,BG,120374,0,1500000US250250920001,0.17852760736196302,0.43558282208589,1630.0,291.0,710.0,5,1,1,322,0.0014084507042253522,0.003436426116838488,0.003067484662576687,0.0014084507042253522,0.003436426116838488,0.19754601226993865
955,25,25,101101,1,1500000US250251011011,250251011011,1,BG,68074,0,1500000US250251011011,0.0275049115913556,0.7917485265225931,1018.0,28.0,806.0,1,1,0,93,0.0012406947890818859,0.0,0.0009823182711198428,0.0012406947890818859,0.0,0.09135559921414538
956,25,25,701,3,1500000US250250007013,250250007013,3,BG,27858,0,1500000US250250007013,0.592295345104334,0.26484751203852297,623.0,369.0,165.0,0,0,0,34,0.0,0.0,0.0,0.0,0.0,0.05457463884430177
957,25,25,704,2,1500000US250250007042,250250007042,2,BG,42459,0,1500000US250250007042,0.546228710462287,0.0401459854014599,822.0,449.0,33.0,0,0,0,51,0.0,0.0,0.0,0.0,0.0,0.06204379562043796
965,25,25,20301,2,1500000US250250203012,250250203012,2,BG,57640,0,1500000US250250203012,0.8056951423785591,0.0156337241764377,1791.0,1443.0,28.0,0,0,0,33,0.0,0.0,0.0,0.0,0.0,0.018425460636515914
966,25,25,160601,2,1500000US250251606012,250251606012,2,BG,240960,0,1500000US250251606012,0.551571491810536,0.10092961487383802,2259.0,1246.0,228.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
969,25,25,504,4,1500000US250250005044,250250005044,4,BG,47064,0,1500000US250250005044,0.80970625798212,0.0779054916985951,783.0,634.0,61.0,0,0,0,56,0.0,0.0,0.0,0.0,0.0,0.07151979565772669
973,25,25,51101,2,1500000US250250511012,250250511012,2,BG,284620,0,1500000US250250511012,0.524371472550026,0.0169317598768599,1949.0,1022.0,33.0,0,0,0,91,0.0,0.0,0.0,0.0,0.0,0.04669061056952283
983,25,25,20200,2,1500000US250250202002,250250202002,2,BG,30832,0,1500000US250250202002,0.8404634581105171,0.0320855614973262,1122.0,943.0,36.0,0,0,0,83,0.0,0.0,0.0,0.0,0.0,0.07397504456327986
992,25,25,160101,4,1500000US250251601014,250251601014,4,BG,114548,0,1500000US250251601014,0.455097906819716,0.0202565833896016,1481.0,674.0,30.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
993,25,25,201,2,1500000US250250002012,250250002012,2,BG,97531,0,1500000US250250002012,0.858646616541353,0.0,665.0,571.0,0.0,0,0,0,41,,0.0,0.0,,0.0,0.061654135338345864
995,25,25,20301,1,1500000US250250203011,250250203011,1,BG,199034,528,1500000US250250203011,0.704607046070461,0.03523035230352299,369.0,260.0,13.0,3,2,0,211,0.15384615384615385,0.0,0.008130081300813009,0.15384615384615385,0.0,0.5718157181571816
1007,25,25,10300,1,1500000US250250103001,250250103001,1,BG,146682,0,1500000US250250103001,0.7871777924653008,0.0502313284864508,1513.0,1191.0,76.0,0,0,0,77,0.0,0.0,0.0,0.0,0.0,0.050892267019167214
1008,25,25,100700,4,1500000US250251007004,250251007004,4,BG,134429,0,1500000US250251007004,0.8756756756756758,0.0,740.0,648.0,0.0,0,0,0,77,,0.0,0.0,,0.0,0.10405405405405406
1009,25,25,60301,1,1500000US250250603011,250250603011,1,BG,91910,0,1500000US250250603011,0.916279069767442,0.00697674418604651,1290.0,1182.0,9.0,0,0,0,62,0.0,0.0,0.0,0.0,0.0,0.04806201550387597
1012,25,25,602,3,1500000US250250006023,250250006023,3,BG,312488,0,1500000US250250006023,0.318889641164523,0.147596479350034,1477.0,471.0,218.0,0,0,0,195,0.0,0.0,0.0,0.0,0.0,0.13202437373053486
1017,25,25,100500,5,1500000US250251005005,250251005005,5,BG,165421,0,1500000US250251005005,0.19018087855297197,0.716279069767442,1935.0,368.0,1386.0,3,3,0,283,0.0021645021645021645,0.0,0.0015503875968992248,0.0021645021645021645,0.0,0.1462532299741602
1018,25,25,202,3,1500000US250250002023,250250002023,3,BG,123038,0,1500000US250250002023,0.74186778593914,0.0,953.0,707.0,0.0,1,0,1,44,,0.0014144271570014145,0.001049317943336831,,0.0014144271570014145,0.046169989506820566
1020,25,25,81001,3,1500000US250250810013,250250810013,3,BG,82256,0,1500000US250250810013,0.39883551673944706,0.266375545851528,687.0,274.0,183.0,2,2,0,53,0.01092896174863388,0.0,0.002911208151382824,0.01092896174863388,0.0,0.07714701601164484
1052,25,25,170300,4,1500000US250251703004,250251703004,4,BG,471262,0,1500000US250251703004,0.833613445378151,0.007843137254901959,1785.0,1488.0,14.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1053,25,25,100900,4,1500000US250251009004,250251009004,4,BG,203111,32068,1500000US250251009004,0.0,0.9459459459459459,518.0,0.0,490.0,0,0,0,237,0.0,,0.0,0.0,,0.4575289575289575
1055,25,25,10500,3,1500000US250250105003,250250105003,3,BG,35329,0,1500000US250250105003,0.620175438596491,0.255263157894737,1140.0,707.0,291.0,0,0,0,67,0.0,0.0,0.0,0.0,0.0,0.058771929824561406
1062,25,25,70600,2,1500000US250250706002,250250706002,2,BG,67773,0,1500000US250250706002,0.819880418535127,0.0956651718983558,1338.0,1097.0,128.0,6,4,2,98,0.03125,0.0018231540565177757,0.004484304932735426,0.03125,0.0018231540565177757,0.07324364723467862
1066,25,25,60400,5,1500000US250250604005,250250604005,5,BG,87063,0,1500000US250250604005,0.8785249457700649,0.0260303687635575,922.0,810.0,24.0,0,0,0,39,0.0,0.0,0.0,0.0,0.0,0.04229934924078091
1069,25,25,10404,1,1500000US250250104041,250250104041,1,BG,63618,0,1500000US250250104041,0.577062791904515,0.0710949662688116,1927.0,1112.0,137.0,0,0,0,128,0.0,0.0,0.0,0.0,0.0,0.06642449403217436
1079,25,25,100603,2,1500000US250251006032,250251006032,2,BG,424653,343681,1500000US250251006032,0.7894736842105259,0.185354691075515,437.0,345.0,81.0,0,0,0,69,0.0,0.0,0.0,0.0,0.0,0.15789473684210525
1082,25,25,20200,1,1500000US250250202001,250250202001,1,BG,29811,0,1500000US250250202001,0.802748585286985,0.0751818916734034,1237.0,993.0,93.0,0,0,0,41,0.0,0.0,0.0,0.0,0.0,0.033144704931285365
1092,25,25,120400,1,1500000US250251204001,250251204001,1,BG,164211,0,1500000US250251204001,0.6689560439560439,0.115384615384615,728.0,487.0,84.0,6,6,0,84,0.07142857142857142,0.0,0.008241758241758242,0.07142857142857142,0.0,0.11538461538461539
1098,25,25,160501,4,1500000US250251605014,250251605014,4,BG,30206,0,1500000US250251605014,0.586274509803922,0.0843137254901961,1020.0,598.0,86.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1102,25,25,130100,4,1500000US250251301004,250251301004,4,BG,264089,0,1500000US250251301004,0.9661426844014509,0.0,827.0,799.0,0.0,0,0,0,26,,0.0,0.0,,0.0,0.03143893591293833
1104,25,25,61000,1,1500000US250250610001,250250610001,1,BG,65215,0,1500000US250250610001,0.9035792549306059,0.0964207450693937,1369.0,1237.0,132.0,0,0,0,81,0.0,0.0,0.0,0.0,0.0,0.0591672753834916
1109,25,25,50300,1,1500000US250250503001,250250503001,1,BG,230250,271373,1500000US250250503001,0.678092399403875,0.0551415797317437,671.0,455.0,37.0,0,0,0,173,0.0,0.0,0.0,0.0,0.0,0.2578241430700447
1116,25,25,140102,1,1500000US250251401021,250251401021,1,BG,204084,0,1500000US250251401021,0.29610238510762105,0.5881326352530539,1719.0,509.0,1011.0,0,0,0,82,0.0,0.0,0.0,0.0,0.0,0.0477021524141943
1118,25,25,10702,3,1500000US250250107023,250250107023,3,BG,92414,0,1500000US250250107023,0.929302325581395,0.0204651162790698,1075.0,999.0,22.0,1,0,1,241,0.0,0.001001001001001001,0.0009302325581395349,0.0,0.001001001001001001,0.2241860465116279
1124,25,25,160200,3,1500000US250251602003,250251602003,3,BG,104125,0,1500000US250251602003,0.6082238720731011,0.0102798400913764,1751.0,1065.0,18.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1144,25,25,91500,2,1500000US250250915002,250250915002,2,BG,177353,0,1500000US250250915002,0.0483870967741935,0.675338189386056,1922.0,93.0,1298.0,4,3,1,377,0.0023112480739599386,0.010752688172043012,0.002081165452653486,0.0023112480739599386,0.010752688172043012,0.19614984391259105
1145,25,25,502,3,1500000US250250005023,250250005023,3,BG,87336,0,1500000US250250005023,0.842307692307692,0.0207692307692308,1300.0,1095.0,27.0,0,0,0,82,0.0,0.0,0.0,0.0,0.0,0.06307692307692307
1146,25,25,140400,5,1500000US250251404005,250251404005,5,BG,270015,0,1500000US250251404005,0.0713610586011342,0.881379962192817,2116.0,151.0,1865.0,5,3,2,168,0.0016085790884718498,0.013245033112582781,0.0023629489603024575,0.0016085790884718498,0.013245033112582781,0.07939508506616257
1150,25,25,70500,2,1500000US250250705002,250250705002,2,BG,43024,0,1500000US250250705002,0.0815972222222222,0.0954861111111111,576.0,47.0,55.0,5,1,3,88,0.01818181818181818,0.06382978723404255,0.008680555555555556,0.01818181818181818,0.06382978723404255,0.1527777777777778
1161,25,25,81700,1,1500000US250250817001,250250817001,1,BG,77624,0,1500000US250250817001,0.0263736263736264,0.912087912087912,455.0,12.0,415.0,2,1,1,138,0.0024096385542168677,0.08333333333333333,0.004395604395604396,0.0024096385542168677,0.08333333333333333,0.3032967032967033
1162,25,25,90400,4,1500000US250250904004,250250904004,4,BG,74519,0,1500000US250250904004,0.0307692307692308,0.688757396449704,845.0,26.0,582.0,3,3,0,143,0.005154639175257732,0.0,0.0035502958579881655,0.005154639175257732,0.0,0.16923076923076924
1163,25,25,91600,3,1500000US250250916003,250250916003,3,BG,95530,0,1500000US250250916003,0.19949494949495003,0.12121212121212101,396.0,79.0,48.0,0,0,0,202,0.0,0.0,0.0,0.0,0.0,0.51010101010101
1171,25,25,100500,3,1500000US250251005003,250251005003,3,BG,136245,0,1500000US250251005003,0.365732087227414,0.480373831775701,1605.0,587.0,771.0,0,0,0,188,0.0,0.0,0.0,0.0,0.0,0.11713395638629283
1173,25,25,401,2,1500000US250250004012,250250004012,2,BG,107461,0,1500000US250250004012,0.861804222648752,0.0,1042.0,898.0,0.0,0,0,0,34,,0.0,0.0,,0.0,0.03262955854126679
1174,25,25,704,4,1500000US250250007044,250250007044,4,BG,48433,0,1500000US250250007044,0.20471014492753603,0.16576086956521696,1104.0,226.0,183.0,0,0,0,127,0.0,0.0,0.0,0.0,0.0,0.11503623188405797
1175,25,25,170702,5,1500000US250251707025,250251707025,5,BG,106433,0,1500000US250251707025,0.766001376462491,0.0681348933241569,1453.0,1113.0,99.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1176,25,25,81700,5,1500000US250250817005,250250817005,5,BG,154446,0,1500000US250250817005,0.163516844700082,0.560394412489729,1217.0,199.0,682.0,1,0,1,165,0.0,0.005025125628140704,0.0008216926869350862,0.0,0.005025125628140704,0.13557929334428923
1183,25,25,110403,1,1500000US250251104031,250251104031,1,BG,158281,7697,1500000US250251104031,0.5687160940325501,0.30470162748643803,1106.0,629.0,337.0,0,0,0,73,0.0,0.0,0.0,0.0,0.0,0.06600361663652803
1184,25,25,120400,2,1500000US250251204002,250251204002,2,BG,144763,0,1500000US250251204002,0.6939078751857349,0.037147102526003,673.0,467.0,25.0,1,1,0,87,0.04,0.0,0.0014858841010401188,0.04,0.0,0.12927191679049035
1185,25,25,130300,2,1500000US250251303002,250251303002,2,BG,365075,0,1500000US250251303002,0.857715430861723,0.0781563126252505,998.0,856.0,78.0,0,0,0,56,0.0,0.0,0.0,0.0,0.0,0.056112224448897796
1186,25,25,140300,6,1500000US250251403006,250251403006,6,BG,277147,0,1500000US250251403006,0.17156862745098003,0.6519607843137261,816.0,140.0,532.0,6,3,3,179,0.005639097744360902,0.02142857142857143,0.007352941176470588,0.005639097744360902,0.02142857142857143,0.2193627450980392
1187,25,25,160602,4,1500000US250251606024,250251606024,4,BG,130136,0,1500000US250251606024,0.399345335515548,0.0417348608837971,1222.0,488.0,51.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1202,25,25,170200,2,1500000US250251702002,250251702002,2,BG,223544,0,1500000US250251702002,0.8386092371562008,0.0700570835495589,1927.0,1616.0,135.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1203,25,25,40600,2,1500000US250250406002,250250406002,2,BG,171706,0,1500000US250250406002,0.946666666666667,0.0,1800.0,1704.0,0.0,0,0,0,63,,0.0,0.0,,0.0,0.035
1204,25,25,51200,3,1500000US250250512003,250250512003,3,BG,73739,0,1500000US250250512003,0.870824053452116,0.0,898.0,782.0,0.0,0,0,0,20,,0.0,0.0,,0.0,0.022271714922048998
1205,25,25,60700,2,1500000US250250607002,250250607002,2,BG,39216,0,1500000US250250607002,0.30261348005502103,0.30261348005502103,1454.0,440.0,440.0,4,2,1,55,0.004545454545454545,0.0022727272727272726,0.002751031636863824,0.004545454545454545,0.0022727272727272726,0.03782668500687758
1206,25,25,70500,4,1500000US250250705004,250250705004,4,BG,82087,0,1500000US250250705004,0.421209858103062,0.150112023898432,1339.0,564.0,201.0,0,0,0,140,0.0,0.0,0.0,0.0,0.0,0.10455563853622106
1207,25,25,80900,3,1500000US250250809003,250250809003,3,BG,106856,0,1500000US250250809003,0.851690294438386,0.0109051254089422,917.0,781.0,10.0,0,0,0,187,0.0,0.0,0.0,0.0,0.0,0.2039258451472192
1271,25,25,10403,1,1500000US250250104031,250250104031,1,BG,36932,0,1500000US250250104031,0.5135658914728679,0.21220930232558102,1032.0,530.0,219.0,0,0,0,171,0.0,0.0,0.0,0.0,0.0,0.16569767441860464
1272,25,25,180500,1,1500000US250251805001,250251805001,1,BG,149389,241875,1500000US250251805001,0.995778045838359,0.0,1658.0,1651.0,0.0,0,0,0,0,,0.0,0.0,,0.0,0.0
1300,25,25,100100,3,1500000US250251001003,250251001003,3,BG,129565,0,1500000US250251001003,0.0819875776397515,0.8888198757763979,1610.0,132.0,1431.0,0,0,0,284,0.0,0.0,0.0,0.0,0.0,0.1763975155279503
1309,25,25,92300,4,1500000US250250923004,250250923004,4,BG,60369,0,1500000US250250923004,0.0,0.7530647985989491,571.0,0.0,430.0,0,0,0,260,0.0,,0.0,0.0,,0.4553415061295972
1311,25,25,70500,1,1500000US250250705001,250250705001,1,BG,96256,0,1500000US250250705001,0.842894056847545,0.0082687338501292,1935.0,1631.0,16.0,0,0,0,109,0.0,0.0,0.0,0.0,0.0,0.056330749354005165
1313,25,25,703,2,1500000US250250007032,250250007032,2,BG,105045,0,1500000US250250007032,0.6712802768166091,0.0259515570934256,1156.0,776.0,30.0,0,0,0,170,0.0,0.0,0.0,0.0,0.0,0.14705882352941177
1314,25,25,70300,1,1500000US250250703001,250250703001,1,BG,133565,0,1500000US250250703001,0.736355226641998,0.0138760407030527,1081.0,796.0,15.0,3,2,0,344,0.13333333333333333,0.0,0.0027752081406105457,0.13333333333333333,0.0,0.31822386679000925
1320,25,25,91100,3,1500000US250250911003,250250911003,3,BG,76684,0,1500000US250250911003,0.584973166368515,0.0894454382826476,559.0,327.0,50.0,0,0,0,52,0.0,0.0,0.0,0.0,0.0,0.09302325581395349
1333,25,25,110301,1,1500000US250251103011,250251103011,1,BG,417075,0,1500000US250251103011,0.37666174298375205,0.387001477104874,1354.0,510.0,524.0,0,0,0,331,0.0,0.0,0.0,0.0,0.0,0.24446085672082718
1338,25,25,90901,1,1500000US250250909011,250250909011,1,BG,272610,56272,1500000US250250909011,0.23766094420600897,0.13358369098712403,1864.0,443.0,249.0,0,0,0,77,0.0,0.0,0.0,0.0,0.0,0.04130901287553648
